Created time,Last edited by,Etapa,Actividad,Encargado,Subpractica,Property
"May 6, 2022 10:28 AM",Paola Adriana Millares Forno,Nombramiento,Crear un pull request con el mismo nombre que la rama.,Programador,,Jorge Alan Ramírez Elías
"May 6, 2022 10:28 AM",Paola Adriana Millares Forno,Descripcion,"Poner una breve descripción de la funcionalidad implementada, puedes guiarte de los https://github.com/Ace-Software-Development/blackjack_monarca/tree/main/.github/PULL_REQUEST_TEMPLATE  ",Programador,,Jorge Alan Ramírez Elías
"May 6, 2022 10:31 AM",Paola Adriana Millares Forno,Facilitar la validacion,Escribir el flujo ideal de la funcionalidad con check boxes.,Programador,,Jorge Alan Ramírez Elías
"May 6, 2022 10:33 AM",Paola Adriana Millares Forno,,Escribe el link al documento de pruebas diseñadas para la funcionalidad,Programador,,Jorge Alan Ramírez Elías
"June 8, 2022 7:37 PM",Paola Adriana Millares Forno,,Escribe el link al ../P18_Creacio%CC%81n%20de%20Pull%20Request%20b11c58cb1ce14b42950a56f0b4e618cf.md de tu equipo,,,Paola Adriana Millares Forno
"June 8, 2022 7:32 PM",Paola Adriana Millares Forno,,Asigna un revisor al Pull Request. El revisor no puede ser una persona involucrada en el desarrollo de la funcionalidad.,Programador,,Paola Adriana Millares Forno
"May 6, 2022 10:34 AM",Paola Adriana Millares Forno,Envío,Enviar pull request,Programador,,Jorge Alan Ramírez Elías
"June 8, 2022 7:44 PM",Paola Adriana Millares Forno,,El creador del Pull Request le avisa al revisor que ya se envió el Pull Request,Programador,,Paola Adriana Millares Forno
