Versión,Cambios,Revisado,Fecha de  versión,Quien hizo el cambio,Revisado por,Cuando fue Revisado
1.0,Creación de línea base,Yes,"May 19, 2022 2:24 PM",Pau,Rafael Hinojosa López,"May 19, 2022 2:49 PM"
1.1,Modificación a descripción a algunas actividades de las fases,Yes,"May 19, 2022 2:48 PM",Rafael Hinojosa López,Rafael Hinojosa López,"June 9, 2022 4:23 PM"
1.2,Actualización del link a mapa de procesos,Yes,"June 2, 2022 5:37 PM",Rafael Hinojosa López,Rafael Hinojosa López,"June 9, 2022 4:23 PM"
1.3,Desglose del paso de añadir al SCAMPI y subprácticas,Yes,"June 6, 2022 7:06 PM",Pau,Rafael Hinojosa López,"June 9, 2022 4:23 PM"
