Versión,Cambios,Revisado,Fecha de  versión,Quien hizo el cambio,Revisado por,Cuando fue Revisado
1.0,Creación de línea base,Yes,"June 6, 2022 12:42 AM",Pau,Rafael Hinojosa López,"June 9, 2022 12:17 PM"
1.1,Corrección de nombre,Yes,"June 9, 2022 12:25 PM",Rafael Hinojosa López,Rafael Hinojosa López,"June 9, 2022 12:25 PM"
