Versión,Cambios,Revisado,Fecha de  versión,Quien hizo el cambio,Revisado por,Cuando fue Revisado
1.0,Creación base line,Yes,"May 2, 2022 3:58 PM",Pau,Paola Adriana Millares Forno,"May 3, 2022 1:00 PM"
1.1,Adición de criterios de aceptación de un pull request,No,"May 3, 2022 12:59 PM",Paola Adriana Millares Forno,Paola Adriana Millares Forno,"May 3, 2022 1:02 PM"
