Versión,Cambios,Revisado,Fecha de  versión,Quien hizo el cambio,Revisado por,Cuando fue Revisado
1,Agregar tabla de Procedimiento y bitacora de cambios,No,"May 2, 2022 1:40 AM",Jorge Alan Ramírez Elías,Jorge Alan Ramírez Elías,"May 2, 2022 1:41 AM"
